Timestamp_MS,ISO_Time,Latitude,Longitude,Speed_MPH,Heading,Altitude_M,Accuracy_M,Battery_Pct
1789196496000,2026-09-12T07:01:36.000Z,37.7614513,-122.2340429,0,183.94911193847656,-23.100000381469727,8,43
1789196497000,2026-09-12T07:01:37.000Z,37.7614519,-122.2340422,0,177.84112548828125,-23.100000381469727,8,43
1789196498000,2026-09-12T07:01:38.000Z,37.7614524,-122.2340409,0,169.29620361328125,-23.100000381469727,8,43
1789196499000,2026-09-12T07:01:39.000Z,37.7614535,-122.2340388,0,158.48660278320312,-23.100000381469727,8,43
1789196501000,2026-09-12T07:01:41.000Z,37.7614483,-122.2340366,0,159.4013214111328,-23.100000381469727,8,43
1789196502000,2026-09-12T07:01:42.000Z,37.7614499,-122.2340352,0,147.81951904296875,-23.100000381469727,8,43
1789196503000,2026-09-12T07:01:43.000Z,37.7614501,-122.2340345,0,146.874267578125,-23.100000381469727,8,43
1789196504000,2026-09-12T07:01:44.000Z,37.761451,-122.2340325,0,146.9320526123047,-23.100000381469727,8,43
1789196505000,2026-09-12T07:01:45.000Z,37.7614514,-122.2340321,0,153.32659912109375,-23.100000381469727,8,43
1789196506000,2026-09-12T07:01:46.000Z,37.7614521,-122.2340321,0,162.53118896484375,-23.100000381469727,8,43
1789196507000,2026-09-12T07:01:47.000Z,37.761452,-122.234032,0,160.45506286621094,-23.100000381469727,8,43
1789196508000,2026-09-12T07:01:48.000Z,37.76145,-122.234025,0,150.18572998046875,-23.299999237060547,8,43
1789196509000,2026-09-12T07:01:49.000Z,37.7614491,-122.2340228,0,147.3066864013672,-23.299999237060547,8,43
1789196510000,2026-09-12T07:01:50.000Z,37.7614496,-122.234022,0,142.50213623046875,-23.299999237060547,8,43
1789196511000,2026-09-12T07:01:51.000Z,37.7614502,-122.2340219,0,135.74163818359375,-23.299999237060547,8,43
1789196512000,2026-09-12T07:01:52.000Z,37.7614512,-122.2340217,0,125.3622055053711,-23.299999237060547,8,43
1789196513000,2026-09-12T07:01:53.000Z,37.7614513,-122.2340213,0,130.62640380859375,-23.299999237060547,8,43
1789196514000,2026-09-12T07:01:54.000Z,37.7614523,-122.2340212,0,119.11678314208984,-23.299999237060547,8,43
1789196515000,2026-09-12T07:01:55.000Z,37.7614508,-122.2340214,0,131.90451049804688,-23.200000762939453,8,43
1789196516000,2026-09-12T07:01:56.000Z,37.7614499,-122.2340213,0,137.7556610107422,-23.200000762939453,8,43
1789196517000,2026-09-12T07:01:57.000Z,37.7614502,-122.2340222,0,137.31524658203125,-23.200000762939453,8,43
1789196518000,2026-09-12T07:01:58.000Z,37.7614508,-122.2340229,0,133.9098663330078,-23.200000762939453,8,43
1789196519000,2026-09-12T07:01:59.000Z,37.7614508,-122.2340227,0,132.17913818359375,-23.200000762939453,8,43
1789196521000,2026-09-12T07:02:01.000Z,37.7614528,-122.234024,0,142.50547790527344,-23.200000762939453,8,43
1789196522000,2026-09-12T07:02:02.000Z,37.761454,-122.2340243,0,137.63783264160156,-23.200000762939453,8,43
1789196523000,2026-09-12T07:02:03.000Z,37.7614502,-122.2340278,0,151.77914428710938,-23.100000381469727,8,43
1789196524000,2026-09-12T07:02:04.000Z,37.7614485,-122.2340283,0,154.80340576171875,-23.100000381469727,8,43
1789196525000,2026-09-12T07:02:05.000Z,37.7614484,-122.2340287,0,149.2479705810547,-23.100000381469727,8,43
1789196526000,2026-09-12T07:02:06.000Z,37.7614486,-122.2340285,0,140.60719299316406,-23.100000381469727,8,43
1789196527000,2026-09-12T07:02:07.000Z,37.7614491,-122.2340284,0,131.83851623535156,-23.100000381469727,8,43
1789196528000,2026-09-12T07:02:08.000Z,37.7614503,-122.2340279,0,126.57034301757812,-23.100000381469727,8,43
1789196529000,2026-09-12T07:02:09.000Z,37.7614503,-122.2340271,0,123.72926330566406,-23.100000381469727,8,43
1789196530000,2026-09-12T07:02:10.000Z,37.7614492,-122.2340278,0,139.18507385253906,-23.200000762939453,8,43
1789196531000,2026-09-12T07:02:11.000Z,37.7614475,-122.2340277,0,141.16677856445312,-23.200000762939453,8,43
1789196532000,2026-09-12T07:02:12.000Z,37.7614479,-122.234028,0,146.093017578125,-23.200000762939453,8,43
1789196533000,2026-09-12T07:02:13.000Z,37.7614482,-122.2340288,0,157.44915771484375,-23.200000762939453,8,43
1789196534000,2026-09-12T07:02:14.000Z,37.7614486,-122.2340294,0,164.63372802734375,-23.200000762939453,8,43
1789196535000,2026-09-12T07:02:15.000Z,37.7614484,-122.2340294,0,160.5370635986328,-23.200000762939453,8,43
